#{"t_start": 1748019731.112538, "env_id": "None"}
r,l,t
-94.127345,19,72.796542
-88.726412,20,72.828655
-87.154394,20,72.860842
-89.19766,20,72.891121
-91.751669,20,72.91905
-92.384847,20,72.951757
-91.749841,20,72.980374
-94.047979,19,73.007505
-87.377107,20,73.031413
-93.424212,20,73.066332
-87.829826,20,73.092597
-87.829981,20,73.121991
-92.9368,20,73.156245
-87.139369,20,73.185701
-89.344332,20,73.21266
-94.132929,19,73.242767
-92.039979,20,73.27268
-87.323008,20,73.30142
-89.531025,20,73.330176
-91.186105,20,73.360718
-87.645211,20,73.388286
-93.941338,19,73.412621
-88.155382,20,73.436274
-88.228426,20,73.469383
-94.057989,19,73.502805
-87.330836,20,73.532875
-89.738189,20,73.562787
-87.367215,20,73.595047
-89.953656,20,73.622973
-87.246402,20,73.652632
-91.730708,20,73.678858
-94.028723,19,73.698414
-91.161067,20,73.716568
-88.1569,20,73.744103
-87.320712,20,73.772662
-94.102792,19,73.803113
-88.331568,20,73.832932
-87.263609,20,73.870667
-87.165091,20,73.898721
-93.079154,20,73.928782
-91.443007,20,73.95759
-87.181518,20,73.986382
-92.392935,20,74.012931
-90.934157,20,74.04466
-89.811354,20,74.074771
-87.459161,20,74.105507
-87.787538,20,74.136429
-93.995106,19,74.165672
-92.122364,20,74.208158
-90.212506,20,74.236537
-87.261558,20,74.26924
-93.342465,20,74.301724
-87.183044,20,74.334728
-88.568393,20,74.370556
-93.989616,19,74.394439
-87.493828,20,74.422649
-88.981598,20,74.44725
-90.593623,20,74.479109
-90.199692,20,74.515217
-87.301848,20,74.550639
-87.07661,20,74.58154
-92.846533,20,74.614903
-87.677912,20,74.645771
-88.380611,20,74.677604
-90.131324,20,74.706193
-88.167704,20,74.738635
-87.871816,20,74.768776
-88.734507,20,74.796632
-89.149015,20,74.830164
-93.903145,19,74.863795
-93.970768,19,74.894861
-92.441846,20,74.926021
-92.562403,20,74.957399
-88.154884,20,75.012793
-89.445416,20,75.044765
-94.009919,19,75.081489
-90.875162,20,78.06507
-93.942716,19,78.091483
-87.839259,20,78.118081
-89.06759,20,78.146016
-90.815294,20,78.173112
-87.901123,20,78.203809
-89.859801,20,78.23624
-87.138914,20,78.268467
-89.898117,20,78.294955
-88.688188,20,78.320311
-93.065001,20,78.350076
-92.259661,20,78.380437
-88.664752,20,78.405462
-94.144178,19,78.429793
-92.514426,20,78.464347
-90.451802,20,78.501392
-87.503144,20,78.526956
-87.260579,20,78.553436
-93.961605,19,78.57625
-92.834291,20,78.602556
-87.911074,20,78.6297
-92.169417,20,78.657719
-87.35477,20,78.684958
-90.496222,20,78.7149
-89.419491,20,78.740599
-89.337267,20,78.769716
-93.851044,19,78.796224
-91.294279,20,78.831813
-87.616976,20,78.879346
-90.314299,20,78.917112
-87.770199,20,78.943038
-92.945699,20,78.968287
-89.569068,20,78.996038
-88.242371,20,79.021248
-93.20556,20,79.099186
-89.453803,20,79.131376
-89.238277,20,79.168659
-89.607959,20,79.205608
-94.029761,19,79.240396
-90.631246,20,79.276582
-93.442057,20,79.319314
-93.97373,19,79.359622
-94.070782,19,79.398261
-94.063729,19,79.432808
-88.8644,20,79.474321
-87.24197,20,79.518293
-87.170098,20,79.574204
-92.663796,20,79.612264
-91.799852,20,79.647107
-91.427877,20,79.682336
-88.836037,20,79.72061
-87.033171,20,79.754716
-87.238987,20,79.79289
-88.830455,20,79.835065
-93.898699,19,79.877156
-87.333408,20,79.912979
-90.24613,20,79.94974
-89.20205,20,79.984235
-92.035046,20,80.026288
-87.827454,20,80.060526
-87.105354,20,80.099619
-88.241157,20,80.14459
-88.606577,20,80.184157
-90.352766,20,80.215995
-87.376484,20,80.251807
-88.238264,20,80.292855
-91.904851,20,80.329488
-91.204766,20,80.384069
-92.031942,20,80.454631
-91.23351,20,80.491109
-87.164125,20,80.533203
-87.764124,20,80.571101
-87.463449,20,80.617832
-87.984381,20,80.650724
-92.986678,20,80.672809
-90.459841,20,80.703389
-90.111798,20,80.738708
-89.918948,20,80.783118
-87.285777,20,80.82508
-88.074656,20,80.876305
-87.129977,20,80.918363
-92.066555,20,80.95751
-87.583949,20,80.998046
-89.374021,20,81.041593
-94.128541,19,81.085298
-89.084504,20,81.134663
-93.392589,20,81.183911
-93.964655,19,81.214976
-93.138607,20,81.243912
-90.285401,20,81.276079
-87.532468,20,81.306893
-87.126187,20,81.34163
-87.232914,20,81.378952
-88.356432,20,81.40645
-90.01205,20,81.436346
-87.228379,20,81.463798
-87.241899,20,81.488594
-93.896184,19,81.512591
-92.066103,20,81.538048
-89.793587,20,81.563694
-89.159794,20,81.588858
-87.964677,20,81.612788
-94.008881,19,81.64089
-91.637094,20,84.483912
-90.000804,20,84.512343
-88.61586,20,84.540673
-89.386811,20,84.565646
-87.808479,20,84.593296
-87.217499,20,84.6258
-93.880018,19,84.651594
-89.434176,20,84.677018
-87.114161,20,84.70446
-87.312813,20,84.730461
-93.855797,19,84.754433
-87.20163,20,84.781419
-87.385487,20,84.804866
-92.401044,20,84.837484
-89.281422,20,84.878052
-88.171925,20,84.903986
-90.662212,20,84.926586
-92.777723,20,84.952816
-94.247723,19,84.983569
-87.249166,20,85.008813
-92.390001,20,85.036152
-93.435939,20,85.064739
-94.999914,19,85.092822
-86.984075,20,85.122291
-92.126898,20,85.153804
-87.325786,20,85.181081
-93.977187,19,85.205731
-93.276984,20,85.236292
-88.576516,20,85.265005
-87.328226,20,85.292876
-87.333623,20,85.317228
-87.468812,20,85.347704
-88.170923,20,85.375357
-93.939315,19,85.399466
-90.748396,20,85.426131
-93.922905,19,85.45154
-91.218037,20,85.480203
-87.447306,20,85.504863
-91.975792,20,85.529078
-94.07527,19,85.552294
-94.084439,19,85.575001
-87.192369,20,85.599614
-93.469439,20,85.628928
-87.327521,20,85.666352
-91.052107,20,85.698294
-88.280374,20,85.734484
-89.26812,20,85.764921
-88.871633,20,85.791419
-87.085239,20,85.814592
-87.903707,20,85.846095
-87.294364,20,85.910727
-87.554306,20,85.94054
-93.972557,19,85.978741
-93.180636,20,86.004809
-90.723437,20,86.03423
-93.984883,19,86.059121
-87.176433,20,86.084551
-93.386024,20,86.114299
-88.02073,20,86.145908
-88.628025,20,86.17112
-87.186503,20,86.200134
-93.356806,20,86.229438
-92.360868,20,86.263484
-87.460416,20,86.288399
-87.306665,20,86.316112
-90.069241,20,86.344859
-87.251359,20,86.372892
-91.738856,20,86.396623
-91.35157,20,86.422732
-91.315617,20,86.446976
-87.571818,20,86.476377
-87.356448,20,86.500423
-92.719013,20,86.526393
-87.508769,20,86.55391
-87.215768,20,86.582432
-89.144104,20,86.609137
-90.203115,20,86.636527
-89.467819,20,86.668599
-92.558069,20,86.692798
-89.348196,20,86.724402
-87.249438,20,86.752299
-91.757396,20,86.780208
-88.959153,20,86.805714
-87.57188,20,86.83606
-87.867811,20,86.869445
-93.965959,19,86.895822
-93.099768,20,86.924376
-92.099256,20,86.951802
-93.262559,20,86.98375
-90.284087,20,87.014775
-93.864924,19,87.045477
-89.902611,20,87.074791
-87.235073,20,87.101602
-89.781256,20,87.129891
-94.030876,19,87.154265
-89.6514,20,87.180882
-88.68727,20,87.208004
-92.472623,20,87.233624
-90.35216,20,87.263521
-93.222269,20,87.291323
-89.128988,20,87.316218
-90.542708,20,87.341707
-87.346359,20,87.370313
-88.738145,20,90.232212
-87.303733,20,90.254541
-91.024261,20,90.281566
-88.510526,20,90.30757
-88.370496,20,90.341238
-91.873602,20,90.371896
-91.658186,20,90.400404
-91.839689,20,90.429816
-88.131011,20,90.455024
-90.562461,20,90.483959
-87.343287,20,90.523428
-87.28018,20,90.551619
-93.387544,20,90.572982
-90.578638,20,90.600178
-90.607674,20,90.630781
-87.521752,20,90.655392
-90.14678,20,90.682784
-89.958631,20,90.707542
-92.264397,20,90.735764
-91.622856,20,90.761949
-90.451779,20,90.788898
-88.494231,20,90.81458
-87.235363,20,90.84674
-87.127793,20,90.877194
-87.186839,20,90.902369
-87.292421,20,90.926509
-91.98076,20,90.951864
-93.145196,20,90.980682
-87.298322,20,91.007103
-87.496776,20,91.03281
-93.839061,19,91.057004
-89.099631,20,91.083836
-87.357399,20,91.105473
-92.365554,20,91.132629
-89.543544,20,91.159184
-88.488528,20,91.192809
-89.768278,20,91.221371
-91.092605,20,91.246863
-90.435171,20,91.27891
-87.293375,20,91.311297
-90.968349,20,91.340683
-89.198583,20,91.374832
-92.608642,20,91.401199
-88.278921,20,91.428587
-91.113553,20,91.453397
-87.129854,20,91.486624
-87.329095,20,91.514851
-87.72384,20,91.541375
-88.71504,20,91.566856
-91.37353,20,91.591227
-89.281478,20,91.61493
-90.988793,20,91.644525
-87.501286,20,91.672578
-87.356622,20,91.698418
-88.138333,20,91.726264
-92.540926,20,91.750477
-89.435899,20,91.779065
-87.471736,20,91.808112
-92.916218,20,91.834793
-89.052899,20,91.869209
-88.11902,20,91.895977
-93.286302,20,91.922958
-88.793138,20,91.949167
-87.264692,20,91.975526
-91.393081,20,92.000073
-87.211315,20,92.029361
-88.379575,20,92.05478
-87.495268,20,92.082101
-90.509244,20,92.108441
-91.466507,20,92.134703
-89.612397,20,92.15827
-91.972337,20,92.185196
-87.393167,20,92.211249
-88.175953,20,92.236336
-87.271737,20,92.264347
-92.997388,20,92.289109
-91.373471,20,92.315323
-94.085941,19,92.343173
-90.869657,20,92.380677
-92.34535,20,92.403639
-90.692844,20,92.439919
-92.984279,20,92.47698
-94.045536,19,92.510396
-89.306442,20,92.541309
-87.327593,20,92.572371
-88.47902,20,92.599439
-93.843066,19,92.622977
-90.665888,20,92.655194
-94.042556,19,92.725836
-91.989766,20,92.761885
-88.59039,20,92.795766
-92.166725,20,92.84299
-87.710015,20,92.884511
-91.161284,20,92.917514
-88.785453,20,92.951283
-89.615526,20,92.989128
-93.000798,20,93.025041
-87.0356,20,93.059483
-87.382331,20,93.101141
-93.111992,20,93.136714
-91.515675,20,93.168335
-87.133253,20,93.201269
-90.983956,20,97.318242
-87.159015,20,97.356774
-94.147572,19,97.391232
-91.125022,20,97.423691
-88.614395,20,97.45356
-92.918688,20,97.486213
-93.939617,19,97.512811
-87.361691,20,97.543481
-91.236234,20,97.570231
-93.954493,19,97.596463
-87.017913,20,97.630148
-89.174385,20,97.66433
-87.237743,20,97.697999
-91.496333,20,97.734776
-88.554184,20,97.764579
-87.728948,20,97.795903
-92.428146,20,97.820864
-92.698045,20,97.846888
-89.222979,20,97.882596
-90.031004,20,97.909337
-93.321882,20,97.93862
-89.352866,20,97.962672
-87.208319,20,97.98596
-92.345484,20,98.010757
-90.128034,20,98.037057
-92.335948,20,98.065523
-87.2531,20,98.092574
-88.143992,20,98.124668
-94.163293,19,98.154899
-92.378627,20,98.185944
-90.663709,20,98.212731
-89.418536,20,98.24226
-87.636676,20,98.272782
-90.429247,20,98.303265
-90.424531,20,98.330876
-90.813146,20,98.36401
-87.8585,20,98.395027
-87.710962,20,98.423208
-91.977925,20,98.448653
-91.488724,20,98.480572
-87.264915,20,98.510159
-92.449663,20,98.534705
-93.239737,20,98.560925
-92.557885,20,98.58706
-91.690052,20,98.61082
-93.985156,19,98.634869
-87.161218,20,98.661523
-89.20119,20,98.685296
-87.338633,20,98.709225
-89.368386,20,98.732742
-94.138884,19,98.77288
-91.03055,20,98.805758
-87.429397,20,98.833296
-87.263961,20,98.86585
-92.763967,20,98.896373
-92.611049,20,98.927285
-93.896242,19,98.95268
-91.065635,20,98.981436
-90.269327,20,99.008132
-90.229493,20,99.036535
-92.346169,20,99.067844
-94.096333,19,99.092606
-87.086908,20,99.123513
-93.129502,20,99.154406
-87.432764,20,99.18509
-90.628478,20,99.213362
-94.125287,19,99.242315
-87.347629,20,99.273289
-90.966724,20,99.311531
-87.949181,20,99.347199
-87.432351,20,99.37956
-87.032609,20,99.405978
-93.843454,19,99.430812
-90.251381,20,99.464831
-93.936489,19,99.530792
-87.41138,20,99.555124
-88.243433,20,99.584498
-89.212707,20,99.611157
-87.399193,20,99.638602
-87.48578,20,99.668056
-93.9629,19,99.692542
-87.231991,20,99.719476
-87.566066,20,99.745464
-92.202959,20,99.770004
-91.16833,20,99.798344
-94.064058,19,99.837183
-87.035672,20,99.871757
-88.38687,20,99.901958
-89.061694,20,99.931728
-88.620572,20,99.961886
-87.571647,20,99.994585
-88.884775,20,100.02427
-89.939707,20,100.052923
-87.332008,20,100.084478
-93.326197,20,100.110957
-88.196278,20,100.134705
-87.253499,20,100.163332
-88.237294,20,100.190684
-87.278253,20,100.214967
-87.076703,20,100.249002
-93.956394,19,100.277878
-92.110478,20,100.306622
-91.00093,20,100.33883
-87.33557,20,103.408114
-94.080839,19,103.442561
-87.229287,20,103.473011
-88.07517,20,103.50282
-90.903429,20,103.530725
-90.081854,20,103.558449
-88.873025,20,103.694729
-90.421439,20,103.750204
-88.11786,20,103.80405
-92.741772,20,103.8552
-88.274829,20,103.914624
-93.160518,20,103.954352
-89.221677,20,103.992654
-87.732772,20,104.030656
-87.259236,20,104.072942
-87.329752,20,104.113775
-92.934205,20,104.149134
-89.035402,20,104.186258
-91.008651,20,104.220639
-92.751637,20,104.258318
-92.125104,20,104.294675
-88.782593,20,104.331735
-87.624039,20,104.367645
-90.788058,20,104.400739
-87.789866,20,104.434265
-91.985628,20,104.465064
-87.282431,20,104.499271
-89.003021,20,104.534004
-87.794337,20,104.5688
-88.093201,20,104.608968
-93.993169,19,104.646734
-90.272238,20,104.686491
-92.451512,20,104.732299
-88.915705,20,104.77468
-87.363176,20,104.812415
-91.464796,20,104.85484
-87.235316,20,104.888618
-88.482063,20,104.919446
-87.716736,20,104.999566
-87.157821,20,105.033448
-90.685428,20,105.065972
-87.096272,20,105.092662
-87.791874,20,105.13773
-87.099849,20,105.178176
-94.123015,19,105.21121
-87.395777,20,105.246233
-92.91252,20,105.287192
-91.509871,20,105.32291
-89.123207,20,105.366236
-91.205168,20,105.407185
-89.81536,20,105.442954
-87.28625,20,105.475535
-87.078215,20,105.516233
-87.187701,20,105.553495
-88.907063,20,105.594792
-87.439615,20,105.633835
-91.082128,20,105.672843
-91.512504,20,105.710532
-91.817715,20,105.744737
-91.083467,20,105.779221
-93.903844,19,105.815
-90.24024,20,105.859606
-87.973958,20,105.894638
-93.949418,19,105.93035
-91.470258,20,105.968674
-87.70028,20,106.014266
-90.458225,20,106.049568
-87.113854,20,106.083251
-93.849095,19,106.114493
-91.709176,20,106.152791
-88.132565,20,106.197596
-91.596137,20,106.239851
-93.098246,20,106.277192
-87.197405,20,106.30921
-87.083143,20,106.341745
-87.956132,20,106.371394
-91.84282,20,106.402699
-91.295675,20,106.432336
-88.157107,20,106.461143
-90.306714,20,106.487042
-91.91815,20,106.512824
-88.213449,20,106.538485
-91.814091,20,106.564167
-87.471591,20,106.590086
-90.955482,20,106.618729
-89.433872,20,106.649751
-89.964774,20,106.674315
-87.031193,20,106.700595
-89.350539,20,106.726266
-92.928353,20,106.752294
-87.62766,20,106.778441
-87.15383,20,106.802501
-87.903519,20,106.828507
-87.294988,20,106.859584
-88.846214,20,106.888806
-87.176185,20,106.917609
-88.61183,20,106.945062
-87.536418,20,106.96998
-92.2169,20,106.996564
-87.485037,20,107.022503
-91.838204,20,107.048429
-90.50366,20,107.075124
-88.177044,20,107.100871
-92.541016,20,110.028258
-87.42644,20,110.051528
-88.457749,20,110.071836
-87.315003,20,110.093698
-88.285929,20,110.120217
-88.892595,20,110.152072
-87.253559,20,110.186843
-88.168487,20,110.215542
-87.295322,20,110.244926
-88.230779,20,110.275859
-87.091617,20,110.301242
-87.27807,20,110.326378
-91.307346,20,110.355976
-87.234221,20,110.386541
-88.849453,20,110.412749
-93.960016,19,110.44252
-87.052603,20,110.471801
-92.914816,20,110.49841
-89.776967,20,110.526745
-93.842334,19,110.558766
-90.937471,20,110.590927
-87.970109,20,110.618412
-91.155548,20,110.646788
-88.577268,20,110.683438
-90.535409,20,110.717235
-90.72251,20,110.759578
-87.954842,20,110.792785
-88.335708,20,110.820362
-92.808164,20,110.849006
-92.571594,20,110.880999
-87.804883,20,110.908993
-87.314176,20,110.933033
-87.65919,20,110.960261
-91.512528,20,110.986247
-90.31477,20,111.008461
-87.303687,20,111.036471
-91.626606,20,111.062598
-89.863143,20,111.088536
-87.497235,20,111.116888
-87.722674,20,111.144938
-87.727928,20,111.167123
-91.794251,20,111.200463
-89.627389,20,111.2302
-90.72809,20,111.25691
-87.264928,20,111.285211
-87.410239,20,111.312951
-92.342035,20,111.34259
-92.429292,20,111.371551
-93.372138,20,111.401173
-87.468993,20,111.430218
-91.654144,20,111.458437
-87.770395,20,111.487259
-90.97886,20,111.52543
-87.040865,20,111.558206
-88.968435,20,111.588545
-92.620862,20,111.61568
-90.160329,20,111.650513
-87.766485,20,111.677105
-87.232978,20,111.70432
-87.20918,20,111.726502
-92.452762,20,111.759309
-87.40121,20,111.811273
-88.561293,20,111.838536
-88.934478,20,111.873151
-89.323489,20,111.898965
-87.917111,20,111.927803
-90.494025,20,111.956303
-93.048955,20,111.985108
-87.362921,20,112.012684
-94.058096,19,112.038496
-87.035876,20,112.064581
-93.890634,19,112.09288
-87.371789,20,112.120571
-93.140318,20,112.152776
-89.679083,20,112.184347
-87.332672,20,112.210229
-92.597147,20,112.23614
-87.346513,20,112.262645
-87.275807,20,112.286991
-88.166147,20,112.312745
-92.652647,20,112.344732
-90.810918,20,112.374826
-87.20208,20,112.402547
-87.2417,20,112.429389
-88.466382,20,112.453111
-87.009698,20,112.484232
-87.269098,20,112.509256
-87.685274,20,112.530454
-89.059913,20,112.559133
-90.632039,20,112.586973
-87.650652,20,112.61167
-88.89685,20,112.638488
-88.757664,20,112.66698
-88.741021,20,112.698833
-93.918561,19,112.729073
-88.494733,20,112.759761
-92.599834,20,112.786764
-92.236671,20,112.814996
-87.540013,20,112.842667
-87.174871,20,112.872901
-90.244113,20,112.899421
-88.039216,20,112.928541
-87.188495,20,112.958816
-90.844643,20,116.027694
-88.994264,20,116.0553
-94.100811,19,116.082768
-92.960799,20,116.110042
-92.127079,20,116.138422
-91.4193,20,116.16562
-90.572014,20,116.189715
-93.361989,20,116.219353
-88.420556,20,116.24383
-90.437903,20,116.278057
-90.077596,20,116.307681
-87.355041,20,116.338632
-87.102503,20,116.369373
-87.189963,20,116.401776
-87.552062,20,116.43557
-91.823493,20,116.463392
-88.880921,20,116.490298
-87.114562,20,116.515689
-87.240446,20,116.545797
-93.96787,19,116.567924
-88.656238,20,116.588658
-87.923247,20,116.607261
-88.582682,20,116.629482
-87.37475,20,116.661681
-87.444167,20,116.689694
-88.946348,20,116.720705
-87.008582,20,116.754137
-87.628836,20,116.787779
-92.154722,20,116.821122
-93.898057,19,116.841743
-89.435272,20,116.866036
-89.549305,20,116.890985
-90.763623,20,116.912818
-93.835572,19,116.941498
-88.982555,20,116.97271
-90.362278,20,117.007263
-87.264856,20,117.03843
-92.133717,20,117.069659
-92.056514,20,117.101208
-89.474592,20,117.133624
-87.282406,20,117.164566
-87.828083,20,117.19418
-87.366341,20,117.22359
-87.156719,20,117.247831
-94.046823,19,117.274627
-87.03675,20,117.306896
-88.069154,20,117.332622
-88.285459,20,117.366782
-87.33421,20,117.395435
-88.115062,20,117.419747
-87.235587,20,117.457873
-87.308853,20,117.486812
-86.99455,20,117.514073
-87.764659,20,117.54357
-93.856567,19,117.570665
-87.595899,20,117.604338
-87.763802,20,117.633312
-87.349519,20,117.671354
-88.398912,20,117.699459
-93.182698,20,117.726769
-88.780409,20,117.753247
-88.51755,20,117.779615
-87.338103,20,117.804613
-90.570549,20,117.845533
-90.241469,20,117.887209
-92.99678,20,117.917131
-90.889691,20,117.944733
-88.830031,20,117.972796
-87.369864,20,118.005167
-87.237425,20,118.032987
-94.10045,19,118.062514
-89.22953,20,118.091164
-87.171208,20,118.123779
-93.829097,19,118.152865
-87.946257,20,118.1836
-91.549839,20,118.212892
-92.966059,20,118.241336
-91.717129,20,118.271082
-92.417358,20,118.30193
-89.04368,20,118.332574
-88.234414,20,118.366486
-87.342992,20,118.394723
-89.942049,20,118.42568
-90.56759,20,118.457826
-87.186054,20,118.488647
-90.232171,20,118.518867
-87.133989,20,118.550649
-94.046296,19,118.577742
-87.334062,20,118.606312
-87.584857,20,118.636306
-91.144327,20,118.659272
-92.554653,20,118.687504
-87.216186,20,118.714957
-87.842348,20,118.744677
-94.093598,19,118.777961
-87.220307,20,118.806332
-88.911349,20,118.839501
-92.891203,20,118.876218
-89.071293,20,118.905527
-88.326986,20,118.939148
-88.831062,20,118.975598
-89.611823,20,119.002211
-87.839556,20,119.034594
-93.401554,20,121.789126
-89.086789,20,121.810942
-87.795024,20,121.83884
-90.311972,20,121.866667
-87.242493,20,121.890625
-87.742395,20,121.918233
-92.017459,20,121.946855
-87.218322,20,121.98134
-88.23184,20,122.012974
-88.33582,20,122.042881
-89.930517,20,122.071351
-87.240053,20,122.102853
-87.789015,20,122.137317
-92.318001,20,122.182565
-87.823371,20,122.212856
-94.045553,19,122.243933
-87.413805,20,122.270247
-94.168905,19,122.297999
-87.475265,20,122.324475
-87.527259,20,122.354657
-90.221407,20,122.38458
-87.31981,20,122.412683
-92.262789,20,122.442935
-88.91994,20,122.474871
-88.144273,20,122.507179
